Sandoná,25767,4,"0,02%"
San Bernardo,22074,0,"0,00%"
San Lorenzo,20535,0,"0,00%"
San Pablo,16994,4,"0,02%"
San Pedro de Cartago,7724,0,"0,00%"
Santa Bárbara,14408,1,"0,01%"
Santacruz,32832,1,"0,00%"
Sapuyes,5777,0,"0,00%"
Taminango,22338,0,"0,00%"
Tangua,8999,2,"0,02%"
San Andres de Tumaco,221469,0,"0,00%"
Túquerres,40038,4,"0,01%"
Yacuanquer,11413,1,"0,01%"
Cúcuta,680765,30,"0,00%"
Abrego,39805,0,"0,00%"
Arboledas,8913,0,"0,00%"
Bochalema,7184,0,"0,00%"
Bucarasica,4559,0,"0,00%"
Cácota,1656,0,"0,00%"
Cachirá,11170,0,"0,00%"
Chinácota,17173,0,"0,00%"
Chitagá,10463,0,"0,00%"
Convención,12239,0,"0,00%"
Cucutilla,7363,0,"0,00%"
Durania,3637,0,"0,00%"
El Carmen,12933,0,"0,00%"
El Tarra,11075,3,"0,03%"
El Zulia,24186,1,"0,00%"
Gramalote,5240,0,"0,00%"
Hacarí,11006,0,"0,00%"
Herrán,3828,0,"0,00%"
Labateca,5926,0,"0,00%"
La Esperanza,12609,5,"0,04%"
La Playa,8567,0,"0,00%"
Los Patios,81122,6,"0,01%"
Lourdes,3347,0,"0,00%"
Mutiscua,3693,0,"0,00%"
Ocaña,101820,0,"0,00%"
Pamplona,59334,1,"0,00%"
Pamplonita,4996,0,"0,00%"
Puerto Santander,11092,0,"0,00%"
Ragonvalia,6916,0,"0,00%"
Salazar,8806,1,"0,01%"
San Calixto,14146,0,"0,00%"
San Cayetano,5971,0,"0,00%"
Santiago,2901,2,"0,07%"
Sardinata,22570,2,"0,01%"
Silos,4050,1,"0,02%"
Teorama,23864,0,"0,00%"
Tibú,37455,10,"0,03%"
Toledo,17290,0,"0,00%"
Villa Caro,5249,0,"0,00%"
Villa del Rosario,99113,5,"0,01%"
Armenia,304218,29,"0,01%"
Buenavista,2703,0,"0,00%"
Calarca,79569,8,"0,01%"
Circasia,31166,1,"0,00%"
Córdoba,5238,1,"0,02%"
Filandia,13676,0,"0,00%"
Génova,7215,0,"0,00%"
La Tebaida,47412,5,"0,01%"
Montenegro,41996,3,"0,01%"
Pijao,5893,0,"0,00%"
Quimbaya,35350,3,"0,01%"
Salento,7098,0,"0,00%"
Pereira,481129,31,"0,01%"
Apía,19721,0,"0,00%"
Balboa,6330,1,"0,02%"
Belén de Umbría,27724,3,"0,01%"
Dosquebradas,208646,8,"0,00%"
Guática,15079,0,"0,00%"
La Celia,8509,0,"0,00%"
La Virginia,32403,4,"0,01%"
Marsella,24342,1,"0,00%"
Mistrató,16904,6,"0,04%"
Pueblo Rico,14194,0,"0,00%"
Quinchía,34069,1,"0,00%"
Santa Rosa de Cabal,73231,2,"0,00%"
Santuario,15901,2,"0,01%"
Bucaramanga,528572,62,"0,01%"
Aguada,1729,0,"0,00%"
Albania,5419,2,"0,04%"
Aratoca,8257,0,"0,00%"
Barbosa,29817,4,"0,01%"
Barichara,6959,1,"0,01%"
Barrancabermeja,191144,11,"0,01%"
Betulia,4987,3,"0,06%"
Bolívar,11650,5,"0,04%"
Cabrera,2492,0,"0,00%"
California,2078,0,"0,00%"
Capitanejo,5324,0,"0,00%"
Carcasí,4907,0,"0,00%"
Cepitá,1791,0,"0,00%"
Cerrito,5417,0,"0,00%"
Charalá,10128,0,"0,00%"
Charta,2475,1,"0,04%"
Chima,2980,0,"0,00%"
Chipatá,5042,1,"0,02%"
Cimitarra,50892,6,"0,01%"
Concepción,4985,1,"0,02%"
Confines,2692,0,"0,00%"
Contratación,3265,0,"0,00%"
Coromoro,7683,0,"0,00%"
Curití,12104,1,"0,01%"
El Carmen de Chucurí,21050,5,"0,02%"
El Guacamayo,1867,0,"0,00%"
El Peñón,4974,2,"0,04%"
El Playón,11115,0,"0,00%"
Encino,2404,0,"0,00%"
Enciso,3024,0,"0,00%"
Florián,6259,1,"0,02%"
Floridablanca,267936,16,"0,01%"
Galán,2034,0,"0,00%"
Gambita,5044,0,"0,00%"
Girón,206005,10,"0,00%"
Guaca,6174,1,"0,02%"
Guadalupe,4379,4,"0,09%"
Guapotá,2084,0,"0,00%"
Guavatá,3383,0,"0,00%"
Güepsa,3661,2,"0,05%"
Hato,2310,0,"0,00%"
Jesús María,2992,0,"0,00%"
Jordán,1077,0,"0,00%"
La Belleza,8594,0,"0,00%"
Landázuri,15475,3,"0,02%"
La Paz,4938,3,"0,06%"
Lebríja,42895,5,"0,01%"
Los Santos,12772,1,"0,01%"
Macaravita,2201,0,"0,00%"
Málaga,18189,0,"0,00%"
Matanza,5041,0,"0,00%"
Mogotes,10852,0,"0,00%"
Molagavita,4936,0,"0,00%"
Ocamonte,4660,0,"0,00%"
Oiba,12148,0,"0,00%"
Onzaga,4791,0,"0,00%"
Palmar,3565,0,"0,00%"
Palmas del Socorro,2155,0,"0,00%"
Páramo,4342,0,"0,00%"
Piedecuesta,166971,8,"0,00%"
Pinchote,5635,0,"0,00%"
Puente Nacional,11539,2,"0,02%"
Puerto Parra,8133,0,"0,00%"
Puerto Wilches,31509,4,"0,01%"
Rionegro,26025,9,"0,03%"
Sabana de Torres,17772,3,"0,02%"
San Andrés,7986,6,"0,08%"
San Benito,4034,0,"0,00%"
San Gil,46152,3,"0,01%"
San Joaquín,2293,0,"0,00%"
San José de Miranda,4128,0,"0,00%"
San Miguel,2235,3,"0,13%"
San Vicente de Chucurí,35232,0,"0,00%"
Santa Bárbara,2052,1,"0,05%"
Santa Helena del Opón,4238,1,"0,02%"
Simacota,7297,1,"0,01%"
Socorro,31231,0,"0,00%"
Suaita,9943,0,"0,00%"
Sucre,8020,5,"0,06%"
Suratá,3125,0,"0,00%"
Tona,7276,0,"0,00%"
Valle de San José,4391,0,"0,00%"
Vélez,18746,1,"0,01%"
Vetas,2485,0,"0,00%"
Villanueva,5335,5,"0,09%"
Zapatoca,8710,0,"0,00%"
Sincelejo,294599,12,"0,00%"
Buenavista,9884,0,"0,00%"
Caimito,12656,0,"0,00%"
Coloso,5660,0,"0,00%"
Corozal,64497,5,"0,01%"
Coveñas,14825,0,"0,00%"
Chalán,4431,0,"0,00%"
El Roble,11176,0,"0,00%"
Galeras,21905,0,"0,00%"
Guaranda,18608,1,"0,01%"
La Unión,11669,8,"0,07%"
Los Palmitos,19194,1,"0,01%"
Majagual,34205,1,"0,00%"
Morroa,15282,0,"0,00%"
Ovejas,20806,0,"0,00%"
Palmito,15081,0,"0,00%"
Sampués,38631,3,"0,01%"
San Benito Abad,26904,1,"0,00%"
San Juan de Betulia,12607,2,"0,02%"
San Marcos,60735,5,"0,01%"
San Onofre,52463,7,"0,01%"
San Pedro,15832,1,"0,01%"
San Luis de Sincé,35374,3,"0,01%"
Sucre,22514,5,"0,02%"
Santiago de Tolú,36304,5,"0,01%"
Tolú Viejo,18892,1,"0,01%"
Ibagué,579803,92,"0,02%"
Alpujarra,4917,1,"0,02%"
Alvarado,8732,3,"0,03%"
Ambalema,6435,0,"0,00%"
Anzoátegui,19492,0,"0,00%"
Armero,11377,0,"0,00%"
Ataco,22891,0,"0,00%"
Cajamarca,19580,1,"0,01%"
Carmen de Apicalá,9000,5,"0,06%"
Casabianca,6550,0,"0,00%"
Chaparral,47442,7,"0,01%"
Coello,10120,1,"0,01%"
Coyaima,28481,4,"0,01%"
Cunday,9278,5,"0,05%"
Dolores,7643,1,"0,01%"
Espinal,75692,9,"0,01%"
Falan,9180,0,"0,00%"
Flandes,29550,6,"0,02%"
Fresno,29663,3,"0,01%"
Guamo,31089,3,"0,01%"
Herveo,7594,2,"0,03%"
Honda,23590,4,"0,02%"
Icononzo,10500,1,"0,01%"
Lérida,16624,5,"0,03%"
Líbano,39459,2,"0,01%"
Mariquita,33348,4,"0,01%"
Melgar,37523,1,"0,00%"
Murillo,4974,0,"0,00%"
Natagaima,22255,3,"0,01%"
Ortega,32078,0,"0,00%"
Palocabildo,9008,2,"0,02%"
Piedras,5725,1,"0,02%"
Planadas,30165,7,"0,02%"
Prado,7338,0,"0,00%"
Purificación,29893,1,"0,00%"
Rioblanco,24039,6,"0,02%"
Roncesvalles,6373,2,"0,03%"
Rovira,20164,5,"0,02%"
Saldaña,14111,1,"0,01%"
San Antonio,13974,1,"0,01%"
San Luis,19105,5,"0,03%"
Santa Isabel,6273,1,"0,02%"
Suárez,4558,1,"0,02%"
Valle de San Juan,6443,2,"0,03%"
Venadillo,19872,1,"0,01%"
Villahermosa,10409,0,"0,00%"
Villarrica,5113,0,"0,00%"
Cali,2496346,253,"0,01%"
Alcalá,23665,3,"0,01%"
Andalucía,17685,3,"0,02%"
Ansermanuevo,19055,1,"0,01%"
Argelia,6320,8,"0,13%"
Bolívar,12634,5,"0,04%"
Buenaventura,440995,30,"0,01%"
Guadalajara de Buga,114053,8,"0,01%"
Bugalagrande,20910,0,"0,00%"
Caicedonia,29325,2,"0,01%"
Calima,15898,2,"0,01%"
Candelaria,87811,12,"0,01%"
Cartago,135621,11,"0,01%"
Dagua,37006,5,"0,01%"
El Águila,11311,0,"0,00%"
El Cairo,10336,0,"0,00%"
El Cerrito,58829,4,"0,01%"
El Dovio,8052,1,"0,01%"
Florida,59207,7,"0,01%"
Ginebra,22007,0,"0,00%"
Guacarí,35936,0,"0,00%"
Jamundí,132540,11,"0,01%"
La Cumbre,11781,4,"0,03%"
La Unión,41013,8,"0,02%"
La Victoria,12814,3,"0,02%"
Obando,15406,3,"0,02%"
Palmira,314418,41,"0,01%"
Pradera,58717,3,"0,01%"
Restrepo,16459,9,"0,05%"
Riofrío,13569,5,"0,04%"
Roldanillo,31845,1,"0,00%"
San Pedro,19387,1,"0,01%"
Sevilla,43738,1,"0,00%"
Toro,16744,2,"0,01%"
Trujillo,17798,2,"0,01%"
Tuluá,224257,14,"0,01%"
Ulloa,5261,0,"0,00%"
Versalles,6726,0,"0,00%"
Vijes,11673,2,"0,02%"
Yotoco,16633,2,"0,01%"
Yumbo,131593,23,"0,02%"
Zarzal,47522,2,"0,00%"
Arauca,94377,17,"0,02%"
Arauquita,43339,3,"0,01%"
Cravo Norte,3150,0,"0,00%"
Fortul,27136,0,"0,00%"
Puerto Rondón,3816,0,"0,00%"
Saravena,48968,7,"0,01%"
Tame,55028,9,"0,02%"
Yopal,155882,17,"0,01%"
Aguazul,44381,6,"0,01%"
Chameza,2686,0,"0,00%"
Hato Corozal,13225,1,"0,01%"
La Salina,1497,0,"0,00%"
Maní,11108,20,"0,18%"
Monterrey,15761,0,"0,00%"
Nunchía,9000,1,"0,01%"
Orocué,8489,2,"0,02%"
Paz de Ariporo,26117,4,"0,02%"
Pore,7912,0,"0,00%"
Recetor,4839,0,"0,00%"
Sabanalarga,2759,3,"0,11%"
Sácama,2132,0,"0,00%"
San Luis de Palenque,8003,1,"0,01%"
Támara,7031,0,"0,00%"
Tauramena,25450,1,"0,00%"
Trinidad,16587,3,"0,02%"
Villanueva,24963,5,"0,02%"
Mocoa,46616,18,"0,04%"
Colón,5763,3,"0,05%"
Orito,59283,2,"0,00%"
Puerto Asís,63953,15,"0,02%"
Puerto Caicedo,14842,6,"0,04%"
Puerto Guzmán,24551,2,"0,01%"
Leguízamo,15367,2,"0,01%"
Sibundoy,14570,0,"0,00%"
San Francisco,7274,4,"0,05%"
San Miguel,29665,3,"0,01%"
Santiago,11003,2,"0,02%"
Valle del Guamuez,54819,2,"0,00%"
Villagarzón,21626,8,"0,04%"
San Andrés,74466,6,"0,01%"
Providencia,5227,2,"0,04%"
Leticia,42956,3,"0,01%"
El Encanto (CD),5065,0,"0,00%"
La Chorrera (CD),4161,0,"0,00%"
La Pedrera (CD),5726,0,"0,00%"
La Victoria (CD),1166,0,"0,00%"
Miriti - Paraná (CD),1509,0,"0,00%"
Puerto Alegría (CD),2386,0,"0,00%"
Puerto Arica (CD),1301,0,"0,00%"
Puerto Nariño,8771,0,"0,00%"
Puerto Santander (CD),3243,0,"0,00%"
Tarapacá (CD),4398,0,"0,00%"
Inírida,20646,2,"0,01%"
Barranco Minas (CD),5066,0,"0,00%"
Mapiripana (CD),2702,0,"0,00%"
San Felipe (CD),2494,0,"0,00%"
Puerto Colombia (CD),5234,0,"0,00%"
La Guadalupe (CD),450,0,"0,00%"
Cacahual (CD),3063,0,"0,00%"
Pana Pana (CD),3694,0,"0,00%"
Morichal (CD),1495,0,"0,00%"
San José del Guaviare,70019,9,"0,01%"
Calamar,8051,3,"0,04%"
El Retorno,24978,4,"0,02%"
Miraflores,16166,0,"0,00%"
Mitú,33079,2,"0,01%"
Caruru,3350,1,"0,03%"
Pacoa (CD),6413,0,"0,00%"
Taraira,937,0,"0,00%"
Papunaua (CD),825,0,"0,00%"
Yavaraté (CD),1218,0,"0,00%"
Puerto Carreño,17031,0,"0,00%"
La Primavera,18248,0,"0,00%"
Santa Rosalía,4310,0,"0,00%"
Cumaribo,41459,0,"0,00%"
